COMMON NAME,OBSERVATION COUNT,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,DATETIME,Year,Month,Day,Day_of_Week,Hour,OBSERVATION,COUNTY_ENCODED,LOCALITY_ENCODED,COMMON NAME_ENCODED,Is_Summer,Is_Winter,Is_Spring,Is_Autumn,Is_Morning,Is_Afternoon,Is_Evening,Is_Night
Blue-tailed Bee-eater,5.0,Hambantota,Bundala National Park  Saltern,6.183813,81.2377509,2024-01-25,09:05:00,2024-01-25 09:05:00,2024,1,25,3,9,1,3,73,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,4.0,Hambantota,Bundala National Park  Saltern,6.183813,81.2377509,2024-01-25,09:05:00,2024-01-25 09:05:00,2024,1,25,3,9,1,3,73,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,10.0,Hambantota,Forest Area Bundala National Park,6.172251,81.2182127,2024-01-25,11:20:00,2024-01-25 11:20:00,2024,1,25,3,11,1,3,171,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,10.0,Hambantota,Forest Area Bundala National Park,6.172251,81.2182127,2024-01-25,11:20:00,2024-01-25 11:20:00,2024,1,25,3,11,1,3,171,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,10.0,Hambantota,Forest Area Bundala National Park,6.172251,81.2182127,2024-01-25,11:20:00,2024-01-25 11:20:00,2024,1,25,3,11,1,3,171,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,10.0,Hambantota,Forest Area Bundala National Park,6.172251,81.2182127,2024-01-25,11:20:00,2024-01-25 11:20:00,2024,1,25,3,11,1,3,171,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,12.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,12.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,2.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,2.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,1,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,2,0,1,0,0,0,1,0,0
Red-vented Bulbul,2.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,2.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,12.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,12.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,0,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Hambantota,Bundala Maha Lewaya  Surrounding Area,6.2028327,81.2421641,2024-01-25,12:10:00,2024-01-25 12:10:00,2024,1,25,3,12,1,3,64,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,2.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2024-01-25,13:00:00,2024-01-25 13:00:00,2024,1,25,3,13,1,9,461,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,12.0,Hambantota,Bundala Village Paddyfields,6.1944745,81.2761454,2024-01-25,13:10:00,2024-01-25 13:10:00,2024,1,25,3,13,1,3,99,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,12.0,Hambantota,Bundala Village Paddyfields,6.1944745,81.2761454,2024-01-25,13:10:00,2024-01-25 13:10:00,2024,1,25,3,13,1,3,99,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,12.0,Hambantota,Bundala Village Paddyfields,6.1944745,81.2761454,2024-01-25,13:10:00,2024-01-25 13:10:00,2024,1,25,3,13,1,3,99,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,12.0,Hambantota,Bundala Village Paddyfields,6.1944745,81.2761454,2024-01-25,13:10:00,2024-01-25 13:10:00,2024,1,25,3,13,1,3,99,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,6.0,Hambantota,Bundala Village  Surrounding Area,6.1938448,81.2576837,2024-01-25,13:56:00,2024-01-25 13:56:00,2024,1,25,3,13,1,3,97,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,6.0,Hambantota,Bundala Village  Surrounding Area,6.1938448,81.2576837,2024-01-25,13:56:00,2024-01-25 13:56:00,2024,1,25,3,13,1,3,97,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,6.0,Hambantota,Bundala Village  Surrounding Area,6.1938448,81.2576837,2024-01-25,13:56:00,2024-01-25 13:56:00,2024,1,25,3,13,1,3,97,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,6.0,Hambantota,Bundala Village  Surrounding Area,6.1938448,81.2576837,2024-01-25,13:56:00,2024-01-25 13:56:00,2024,1,25,3,13,1,3,97,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,3.0,Hambantota,Bundala Village  Surrounding Area,6.1938448,81.2576837,2024-01-25,13:56:00,2024-01-25 13:56:00,2024,1,25,3,13,1,3,97,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,3.0,Hambantota,Bundala Village  Surrounding Area,6.1938448,81.2576837,2024-01-25,13:56:00,2024-01-25 13:56:00,2024,1,25,3,13,1,3,97,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,3.0,Hambantota,Bundala Village  Surrounding Area,6.1938448,81.2576837,2024-01-25,13:56:00,2024-01-25 13:56:00,2024,1,25,3,13,1,3,97,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,3.0,Hambantota,Bundala Village  Surrounding Area,6.1938448,81.2576837,2024-01-25,13:56:00,2024-01-25 13:56:00,2024,1,25,3,13,1,3,97,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,4.0,Hambantota,Pallemalala,6.18894,81.1887633,2024-01-25,14:20:00,2024-01-25 14:20:00,2024,1,25,3,14,1,3,353,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,4.0,Hambantota,Pallemalala,6.18894,81.1887633,2024-01-25,14:20:00,2024-01-25 14:20:00,2024,1,25,3,14,1,3,353,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,4.0,Hambantota,Pallemalala,6.18894,81.1887633,2024-01-25,14:20:00,2024-01-25 14:20:00,2024,1,25,3,14,1,3,353,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,5.0,Hambantota,Koholankal Lewaya,6.1514353,81.151135,2024-01-25,15:15:00,2024-01-25 15:15:00,2024,1,25,3,15,1,3,254,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,5.0,Hambantota,Koholankal Lewaya,6.1514353,81.151135,2024-01-25,15:15:00,2024-01-25 15:15:00,2024,1,25,3,15,1,3,254,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,5.0,Hambantota,Koholankal Lewaya,6.1514353,81.151135,2024-01-25,15:15:00,2024-01-25 15:15:00,2024,1,25,3,15,1,3,254,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Hambantota,Karagan Lewaya Hambanthota,6.1295157,81.1216347,2024-01-25,15:47:00,2024-01-25 15:47:00,2024,1,25,3,15,1,3,230,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Hambantota,Karagan Lewaya Hambanthota,6.1295157,81.1216347,2024-01-25,15:47:00,2024-01-25 15:47:00,2024,1,25,3,15,1,3,230,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Hambantota,Karagan Lewaya Hambanthota,6.1295157,81.1216347,2024-01-25,15:47:00,2024-01-25 15:47:00,2024,1,25,3,15,1,3,230,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,1.0,Hambantota,Hambanthota Maha Lewaya,6.1457071,81.1352768,2024-01-25,15:57:00,2024-01-25 15:57:00,2024,1,25,3,15,1,3,190,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,2.0,Hambantota,Hambanthota Maha Lewaya,6.1457071,81.1352768,2024-01-25,15:57:00,2024-01-25 15:57:00,2024,1,25,3,15,1,3,190,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,1.0,Hambantota,Hambanthota Maha Lewaya,6.1457071,81.1352768,2024-01-25,15:57:00,2024-01-25 15:57:00,2024,1,25,3,15,1,3,190,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,1.0,Hambantota,Hambanthota Maha Lewaya,6.1457071,81.1352768,2024-01-25,15:57:00,2024-01-25 15:57:00,2024,1,25,3,15,1,3,190,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,2.0,Hambantota,Hambanthota Maha Lewaya,6.1457071,81.1352768,2024-01-25,15:57:00,2024-01-25 15:57:00,2024,1,25,3,15,1,3,190,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,2.0,Hambantota,Hambanthota Maha Lewaya,6.1457071,81.1352768,2024-01-25,15:57:00,2024-01-25 15:57:00,2024,1,25,3,15,1,3,190,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,15.0,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2024-01-25,16:52:00,2024-01-25 16:52:00,2024,1,25,3,16,1,9,606,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,15.0,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2024-01-25,16:52:00,2024-01-25 16:52:00,2024,1,25,3,16,1,9,606,0,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2024-01-25,16:52:00,2024-01-25 16:52:00,2024,1,25,3,16,1,9,606,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2024-01-25,16:52:00,2024-01-25 16:52:00,2024,1,25,3,16,1,9,606,2,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,15.0,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2024-01-25,16:52:00,2024-01-25 16:52:00,2024,1,25,3,16,1,9,606,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,1.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2024-01-25,16:52:00,2024-01-25 16:52:00,2024,1,25,3,16,1,9,141,0,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Thissamaharama,Yoda Kandiya Tank,6.2627547,81.3053389,2024-01-25,16:52:00,2024-01-25 16:52:00,2024,1,25,3,16,1,9,606,2,0,1,0,0,0,1,0,0
White-throated Kingfisher,1.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2024-01-25,17:29:00,2024-01-25 17:29:00,2024,1,25,3,17,1,9,461,2,0,1,0,0,0,0,1,0
Blue-tailed Bee-eater,7.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2024-01-25,17:29:00,2024-01-25 17:29:00,2024,1,25,3,17,1,9,461,0,0,1,0,0,0,0,1,0
Blue-tailed Bee-eater,7.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2024-01-25,17:29:00,2024-01-25 17:29:00,2024,1,25,3,17,1,9,461,0,0,1,0,0,0,0,1,0
Blue-tailed Bee-eater,7.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2024-01-25,17:29:00,2024-01-25 17:29:00,2024,1,25,3,17,1,9,461,0,0,1,0,0,0,0,1,0
Red-vented Bulbul,4.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2024-01-25,17:29:00,2024-01-25 17:29:00,2024,1,25,3,17,1,9,461,1,0,1,0,0,0,0,1,0
Red-vented Bulbul,4.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2024-01-25,17:29:00,2024-01-25 17:29:00,2024,1,25,3,17,1,9,461,1,0,1,0,0,0,0,1,0
White-throated Kingfisher,1.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2024-01-25,17:29:00,2024-01-25 17:29:00,2024,1,25,3,17,1,9,461,2,0,1,0,0,0,0,1,0
Red-vented Bulbul,4.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2024-01-25,17:29:00,2024-01-25 17:29:00,2024,1,25,3,17,1,9,461,1,0,1,0,0,0,0,1,0
White-throated Kingfisher,1.0,Thissamaharama,Tissa Lake,6.2885959,81.2879062,2024-01-25,17:29:00,2024-01-25 17:29:00,2024,1,25,3,17,1,9,461,2,0,1,0,0,0,0,1,0
White-throated Kingfisher,1.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2024-01-25,17:54:00,2024-01-25 17:54:00,2024,1,25,3,17,1,9,141,2,0,1,0,0,0,0,1,0
White-throated Kingfisher,1.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2024-01-25,17:54:00,2024-01-25 17:54:00,2024,1,25,3,17,1,9,141,2,0,1,0,0,0,0,1,0
Blue-tailed Bee-eater,22.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2024-01-25,17:54:00,2024-01-25 17:54:00,2024,1,25,3,17,1,9,141,0,0,1,0,0,0,0,1,0
White-throated Kingfisher,1.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2024-01-25,17:54:00,2024-01-25 17:54:00,2024,1,25,3,17,1,9,141,2,0,1,0,0,0,0,1,0
Blue-tailed Bee-eater,22.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2024-01-25,17:54:00,2024-01-25 17:54:00,2024,1,25,3,17,1,9,141,0,0,1,0,0,0,0,1,0
Blue-tailed Bee-eater,22.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2024-01-25,17:54:00,2024-01-25 17:54:00,2024,1,25,3,17,1,9,141,0,0,1,0,0,0,0,1,0
Blue-tailed Bee-eater,10.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2024-01-26,05:35:00,2024-01-26 05:35:00,2024,1,26,4,5,1,9,582,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,20.0,Thissamaharama,Yala National Park General,6.3531747,81.4722061,2024-01-26,05:35:00,2024-01-26 05:35:00,2024,1,26,4,5,1,9,582,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Palatupana WNPS Bungalow,6.2470355,81.380874,2024-01-26,05:54:00,2024-01-26 05:54:00,2024,1,26,4,5,1,9,348,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Palatupana WNPS Bungalow,6.2470355,81.380874,2024-01-26,05:54:00,2024-01-26 05:54:00,2024,1,26,4,5,1,9,348,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Palatupana WNPS Bungalow,6.2470355,81.380874,2024-01-26,05:54:00,2024-01-26 05:54:00,2024,1,26,4,5,1,9,348,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Palatupana WNPS Bungalow,6.2470355,81.380874,2024-01-26,05:54:00,2024-01-26 05:54:00,2024,1,26,4,5,1,9,348,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,1.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2024-01-26,06:01:00,2024-01-26 06:01:00,2024,1,26,4,6,1,0,220,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2024-01-26,06:01:00,2024-01-26 06:01:00,2024,1,26,4,6,1,0,220,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,20.0,Ambalantota,Kalametiya Bird Sanctuary,6.0906125,80.9354124,2024-01-26,06:01:00,2024-01-26 06:01:00,2024,1,26,4,6,1,0,220,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,06:06:00,2024-01-26 06:06:00,2024,1,26,4,6,1,9,342,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,6.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,06:06:00,2024-01-26 06:06:00,2024,1,26,4,6,1,9,342,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,06:06:00,2024-01-26 06:06:00,2024,1,26,4,6,1,9,342,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,06:06:00,2024-01-26 06:06:00,2024,1,26,4,6,1,9,342,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,6.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,06:06:00,2024-01-26 06:06:00,2024,1,26,4,6,1,9,342,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,6.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,06:06:00,2024-01-26 06:06:00,2024,1,26,4,6,1,9,342,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,2.0,Thissamaharama,Hibiscus Garden Hotel Tissamaharama,6.2973268,81.293968,2024-01-26,06:27:00,2024-01-26 06:27:00,2024,1,26,4,6,1,9,200,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Hibiscus Garden Hotel Tissamaharama,6.2973268,81.293968,2024-01-26,06:27:00,2024-01-26 06:27:00,2024,1,26,4,6,1,9,200,2,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,6.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,06:46:00,2024-01-26 06:46:00,2024,1,26,4,6,1,9,179,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,12.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,06:46:00,2024-01-26 06:46:00,2024,1,26,4,6,1,9,179,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,12.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,06:46:00,2024-01-26 06:46:00,2024,1,26,4,6,1,9,179,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,6.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,06:46:00,2024-01-26 06:46:00,2024,1,26,4,6,1,9,179,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,12.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,06:46:00,2024-01-26 06:46:00,2024,1,26,4,6,1,9,179,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,6.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,06:46:00,2024-01-26 06:46:00,2024,1,26,4,6,1,9,179,0,0,1,0,0,1,0,0,0
Red-vented Bulbul,8.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,07:54:00,2024-01-26 07:54:00,2024,1,26,4,7,1,9,179,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,8.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,07:54:00,2024-01-26 07:54:00,2024,1,26,4,7,1,9,179,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,3.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,07:54:00,2024-01-26 07:54:00,2024,1,26,4,7,1,9,179,0,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,3.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,07:54:00,2024-01-26 07:54:00,2024,1,26,4,7,1,9,179,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,07:54:00,2024-01-26 07:54:00,2024,1,26,4,7,1,9,179,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,07:54:00,2024-01-26 07:54:00,2024,1,26,4,7,1,9,179,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,1.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,07:54:00,2024-01-26 07:54:00,2024,1,26,4,7,1,9,179,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,8.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,07:54:00,2024-01-26 07:54:00,2024,1,26,4,7,1,9,179,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,3.0,Thissamaharama,Godakalapuwa  Ruhuna NP,6.2809791,81.4122045,2024-01-26,07:54:00,2024-01-26 07:54:00,2024,1,26,4,7,1,9,179,0,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,10:36:00,2024-01-26 10:36:00,2024,1,26,4,10,1,9,342,2,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,10:36:00,2024-01-26 10:36:00,2024,1,26,4,10,1,9,342,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,4.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,10:36:00,2024-01-26 10:36:00,2024,1,26,4,10,1,9,342,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,4.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,10:36:00,2024-01-26 10:36:00,2024,1,26,4,10,1,9,342,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,4.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,10:36:00,2024-01-26 10:36:00,2024,1,26,4,10,1,9,342,1,0,1,0,0,1,0,0,0
White-throated Kingfisher,2.0,Thissamaharama,Palatupana Saltern,6.2495063,81.3825615,2024-01-26,10:36:00,2024-01-26 10:36:00,2024,1,26,4,10,1,9,342,2,0,1,0,0,1,0,0,0
Red-vented Bulbul,4.0,Thissamaharama,Atulla Kalapuwa,6.2543403,81.3725481,2024-01-26,11:59:00,2024-01-26 11:59:00,2024,1,26,4,11,1,9,16,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,4.0,Thissamaharama,Atulla Kalapuwa,6.2543403,81.3725481,2024-01-26,11:59:00,2024-01-26 11:59:00,2024,1,26,4,11,1,9,16,1,0,1,0,0,1,0,0,0
Red-vented Bulbul,4.0,Thissamaharama,Atulla Kalapuwa,6.2543403,81.3725481,2024-01-26,11:59:00,2024-01-26 11:59:00,2024,1,26,4,11,1,9,16,1,0,1,0,0,1,0,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Kirinda Lagoon,6.2258378,81.3363626,2024-01-26,13:00:00,2024-01-26 13:00:00,2024,1,26,4,13,1,9,246,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Kirinda Lagoon,6.2258378,81.3363626,2024-01-26,13:00:00,2024-01-26 13:00:00,2024,1,26,4,13,1,9,246,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,6.0,Thissamaharama,Kirinda Lagoon,6.2258378,81.3363626,2024-01-26,13:00:00,2024-01-26 13:00:00,2024,1,26,4,13,1,9,246,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,6.0,Thissamaharama,Kirinda Lagoon,6.2258378,81.3363626,2024-01-26,13:00:00,2024-01-26 13:00:00,2024,1,26,4,13,1,9,246,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,6.0,Thissamaharama,Kirinda Lagoon,6.2258378,81.3363626,2024-01-26,13:00:00,2024-01-26 13:00:00,2024,1,26,4,13,1,9,246,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,2.0,Thissamaharama,Kirinda Lagoon,6.2258378,81.3363626,2024-01-26,13:00:00,2024-01-26 13:00:00,2024,1,26,4,13,1,9,246,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,2.0,Lunugamvehera,Tranquil Wild Thanamalwila,6.414374,81.129946,2024-01-26,13:47:00,2024-01-26 13:47:00,2024,1,26,4,13,1,5,482,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,6.0,Thissamaharama,Nimalawa Temple Road Kirinda,6.2354884,81.3448247,2024-01-26,14:20:00,2024-01-26 14:20:00,2024,1,26,4,14,1,9,326,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,6.0,Thissamaharama,Nimalawa Temple Road Kirinda,6.2354884,81.3448247,2024-01-26,14:20:00,2024-01-26 14:20:00,2024,1,26,4,14,1,9,326,0,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,6.0,Thissamaharama,Nimalawa Temple Road Kirinda,6.2354884,81.3448247,2024-01-26,14:20:00,2024-01-26 14:20:00,2024,1,26,4,14,1,9,326,0,0,1,0,0,0,1,0,0
Red-vented Bulbul,8.0,Thissamaharama,Nimalawa Temple Road Kirinda,6.2354884,81.3448247,2024-01-26,14:20:00,2024-01-26 14:20:00,2024,1,26,4,14,1,9,326,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,8.0,Thissamaharama,Nimalawa Temple Road Kirinda,6.2354884,81.3448247,2024-01-26,14:20:00,2024-01-26 14:20:00,2024,1,26,4,14,1,9,326,1,0,1,0,0,0,1,0,0
Red-vented Bulbul,8.0,Thissamaharama,Nimalawa Temple Road Kirinda,6.2354884,81.3448247,2024-01-26,14:20:00,2024-01-26 14:20:00,2024,1,26,4,14,1,9,326,1,0,1,0,0,0,1,0,0
White-throated Kingfisher,0.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2024-01-26,15:28:00,2024-01-26 15:28:00,2024,1,26,4,15,0,9,141,2,0,1,0,0,0,1,0,0
Red-vented Bulbul,0.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2024-01-26,15:28:00,2024-01-26 15:28:00,2024,1,26,4,15,0,9,141,1,0,1,0,0,0,1,0,0
Blue-tailed Bee-eater,0.0,Thissamaharama,Debarawewa Lake,6.2935227,81.2677467,2024-01-26,15:28:00,2024-01-26 15:28:00,2024,1,26,4,15,0,9,141,0,0,1,0,0,0,1,0,0
