COMMON NAME,OBSERVATION COUNT,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED
Red-vented Bulbul,1,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-29,06:30:00
Red-vented Bulbul,X,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-02,06:05:00
Red-vented Bulbul,4,Hambantota,Bundala saltern up to Palugasmandiya camping site,6.190443,81.239154,2024-12-15,09:49:00
Red-vented Bulbul,6,Hambantota,Wilmanna sanctuary along the Kirinda road,6.196744,81.23837,2024-12-13,06:17:00
Red-vented Bulbul,4,Hambantota,Will Anna Bundala,6.199015,81.253907,2024-12-14,06:20:00
Red-vented Bulbul,1,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-29,06:30:00
Red-vented Bulbul,2,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-12,11:27:00
Red-vented Bulbul,X,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-29,06:00:00
Red-vented Bulbul,8,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-16,06:15:00
Red-vented Bulbul,6,Hambantota,Wilmannar sanctuary,6.197581,81.253975,2024-12-14,06:20:00
Red-vented Bulbul,X,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-02,06:00:00
Red-vented Bulbul,2,Hambantota,Bundala  Uraniya,6.1992417,81.2779086,2024-12-14,10:31:00
Red-vented Bulbul,4,Hambantota,Will Anna Bundala,6.199015,81.253907,2024-12-13,06:24:00
Red-vented Bulbul,2,Hambantota,Airport Entrance Road Mattala Southern Province,6.2984279,81.1003376,2024-12-29,06:38:00
Red-vented Bulbul,2,Hambantota,Lanka Salt Circuit Bungalow,6.1914119,81.2389076,2024-12-12,17:59:00
Red-vented Bulbul,1,Hambantota,Will Anna Bundala,6.199015,81.253907,2024-12-13,16:39:00
Red-vented Bulbul,10,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-31,06:28:00
Red-vented Bulbul,4,Hambantota,Bundala saltern up to Palugasmandiya camping site,6.190443,81.239154,2024-12-12,15:07:00
Red-vented Bulbul,2,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-05,06:28:00
Red-vented Bulbul,1,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-06,11:23:00
Red-vented Bulbul,2,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-22,08:40:00
Red-vented Bulbul,12,Hambantota,Wilmanna Sanctuary Southern Province,6.2074804,81.2536494,2024-12-14,06:21:00
Red-vented Bulbul,3,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-17,06:30:00
Red-vented Bulbul,14,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-28,06:36:00
Red-vented Bulbul,X,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-13,06:53:00
Red-vented Bulbul,2,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-05,06:28:00
Red-vented Bulbul,10,Hambantota,Wilmanna Sanctuary Southern Province,6.2074804,81.2536494,2024-12-13,06:18:00
Red-vented Bulbul,X,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-02,06:05:00
Red-vented Bulbul,14,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-28,06:36:00
Red-vented Bulbul,1,Hambantota,Bundala Levaya vicinity,6.197282,81.238692,2024-12-14,06:08:00
Red-vented Bulbul,3,Hambantota,Bundala Salterns,6.190798,81.238979,2024-12-13,15:03:00
Red-vented Bulbul,X,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-02,06:05:00
Red-vented Bulbul,X,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-06,07:46:00
Red-vented Bulbul,2,Hambantota,Bundala Levaya vicinity,6.197282,81.238692,2024-12-14,10:07:00
Red-vented Bulbul,2,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-22,08:40:00
Red-vented Bulbul,2,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-22,14:30:00
Red-vented Bulbul,2,Hambantota,Bundala Levaya vicinity,6.197282,81.238692,2024-12-13,06:04:00
Red-vented Bulbul,10,Hambantota,Wilmanna Sanctuary Southern Province,6.2074804,81.2536494,2024-12-13,06:18:00
Red-vented Bulbul,2,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-22,08:40:00
Red-vented Bulbul,5,Hambantota,Wilmanna Sanctuary Southern Province,6.2074804,81.2536494,2024-12-13,07:28:00
Red-vented Bulbul,2,Hambantota,Bundala village forest,6.202855,81.242072,2024-12-14,06:21:00
Red-vented Bulbul,5,Hambantota,Wilmanna Sanctuary Southern Province,6.2074804,81.2536494,2024-12-13,07:28:00
Red-vented Bulbul,25,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-09,06:25:00
Red-vented Bulbul,X,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-14,11:20:00
Red-vented Bulbul,9,Hambantota,Bundala NP General,6.188598,81.2200356,2024-12-25,15:45:00
Red-vented Bulbul,3,Hambantota,Urania National park area,6.193618,81.276869,2024-12-14,10:28:00
Red-vented Bulbul,8,Lunugamvehera,Bundala National Park,6.1990882,81.2104923,2020-01-12,06:05:00
Red-vented Bulbul,30,Lunugamvehera,Bundala National Park,6.1990936,81.2104225,2020-01-21,09:12:00
Red-vented Bulbul,X,Lunugamvehera,Colombo  Galle  Hambantota  Wellawaya Highway Wirawila Southern Province,6.2749334,81.2270069,2020-01-15,14:08:00
Red-vented Bulbul,12,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-01-27,06:00:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-01-25,06:29:00
Red-vented Bulbul,12,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-01-27,06:00:00
Red-vented Bulbul,12,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-01-27,06:00:00
Red-vented Bulbul,12,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-01-27,06:00:00
Red-vented Bulbul,6,Lunugamvehera,bundala,6.1990936,81.2104225,2020-02-23,13:15:00
Red-vented Bulbul,X,Lunugamvehera,Bundala National park,6.197448,81.2148906,2020-02-03,05:30:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-02-06,20:36:00
Red-vented Bulbul,X,Lunugamvehera,Bundala NP Southern Province,6.199056,81.210731,2020-02-14,06:00:00
Red-vented Bulbul,500,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-02-26,09:00:00
Red-vented Bulbul,X,Lunugamvehera,B Kirinda Southern Province,6.1993206,81.2103967,2020-02-04,15:30:00
Red-vented Bulbul,40,Lunugamvehera,bundala,6.1990936,81.2104225,2020-02-04,06:00:00
Red-vented Bulbul,20,Lunugamvehera,Bundala National Park,6.1972699,81.2098808,2020-02-23,06:00:00
Red-vented Bulbul,7,Lunugamvehera,B Kirinda Southern Province,6.2009092,81.1985739,2020-03-12,08:18:00
Red-vented Bulbul,X,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-03-12,08:20:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-03-11,17:24:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-03-11,16:40:00
Red-vented Bulbul,X,Lunugamvehera,B Kirinda Southern Province,6.1987593,81.2018757,2020-03-12,08:20:00
Red-vented Bulbul,2,Lunugamvehera,B Kirinda Southern Province,6.2009092,81.1985739,2020-03-11,16:40:00
Red-vented Bulbul,6,Lunugamvehera,Galpottha Road Wakkariya Junction Badagiriya Hambantota,6.2010648,81.1974514,2020-06-17,06:10:00
Red-vented Bulbul,5,Lunugamvehera,B Kirinda Southern Province,6.2009092,81.1985739,2020-07-23,13:53:00
Red-vented Bulbul,7,Lunugamvehera,Colombo  Galle  Hambantota  Wellawaya Highway Wirawila Southern Province,6.2754963,81.2264712,2020-07-18,06:52:00
Red-vented Bulbul,4,Lunugamvehera,Southern Province,6.2012148,81.1965201,2020-07-23,13:51:00
Red-vented Bulbul,4,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-07-23,13:52:00
Red-vented Bulbul,2,Lunugamvehera,Colombo  Galle  Hambantota  Wellawaya Highway Wirawila Southern Province,6.2755836,81.2265104,2020-07-18,07:05:00
Red-vented Bulbul,1,Lunugamvehera,Colombo  Galle  Hambantota  Wellawaya Highway Wirawila Southern Province,6.2755836,81.2265104,2020-07-20,06:25:00
Red-vented Bulbul,5,Lunugamvehera,Colombo  Galle  Hambantota  Wellawaya Highway Wirawila Southern Province,6.2749334,81.2270069,2020-07-17,16:52:00
Red-vented Bulbul,4,Lunugamvehera,Thanamalwila  Tranquil Wild,6.4145534,81.1300313,2020-09-25,08:30:00
Red-vented Bulbul,2,Lunugamvehera,Laxman Rajapaksha Road Southern Province,6.4147835,81.1300815,2020-09-27,14:15:00
Red-vented Bulbul,4,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-10-09,09:41:00
Red-vented Bulbul,X,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-10-29,15:40:00
Red-vented Bulbul,1,Lunugamvehera,Nov    PM,6.1996323,81.1936798,2020-11-17,16:50:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-11-29,17:35:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-11-20,16:18:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-11-17,16:50:00
Red-vented Bulbul,2,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2741179,81.2268225,2020-11-19,06:18:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-11-17,16:50:00
Red-vented Bulbul,X,Lunugamvehera,B Kirinda Southern Province,6.1993206,81.2103967,2020-11-29,06:07:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-11-20,16:18:00
Red-vented Bulbul,2,Lunugamvehera,Nov    PM,6.201243,81.196436,2020-11-20,16:18:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-11-17,16:50:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-11-17,16:50:00
Red-vented Bulbul,16,Lunugamvehera,Bundala National Park,6.1990936,81.2104225,2020-11-26,08:12:00
Red-vented Bulbul,17,Lunugamvehera,Bundala Road Weligatta Southern Province,6.2118,81.2122167,2020-11-06,14:43:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-11-20,16:18:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-12-07,05:55:00
Red-vented Bulbul,X,Lunugamvehera,Bundala National park,6.1988713,81.2105825,2020-12-30,06:00:00
Red-vented Bulbul,8,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-12-02,13:58:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-12-07,05:55:00
Red-vented Bulbul,8,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-12-02,13:58:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-12-07,06:31:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2020-12-07,05:55:00
Red-vented Bulbul,6,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2741179,81.2268225,2021-01-24,07:41:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-01-25,16:03:00
Red-vented Bulbul,5,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2741179,81.2268225,2021-01-24,06:48:00
Red-vented Bulbul,12,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2741179,81.2268225,2021-01-23,14:54:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-01-25,16:03:00
Red-vented Bulbul,2,Lunugamvehera,Bundala,6.1990936,81.2104869,2021-02-28,11:00:00
Red-vented Bulbul,18,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-02-05,06:19:00
Red-vented Bulbul,18,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-02-05,06:19:00
Red-vented Bulbul,2,Lunugamvehera,Bundala,6.1990936,81.2104869,2021-02-28,11:00:00
Red-vented Bulbul,18,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-02-05,06:19:00
Red-vented Bulbul,18,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-02-05,06:19:00
Red-vented Bulbul,X,Lunugamvehera,B Kirinda Southern Province,6.1998965,81.1993225,2021-03-26,16:45:00
Red-vented Bulbul,X,Lunugamvehera,Road Weligatta Southern Province,6.2083074,81.2092193,2021-03-21,05:30:00
Red-vented Bulbul,3,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2741179,81.2268225,2021-04-17,06:45:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-04-24,05:59:00
Red-vented Bulbul,9,Lunugamvehera,B Kirinda Southern Province,6.2006328,81.1995941,2021-04-15,17:00:00
Red-vented Bulbul,5,Lunugamvehera,Southern Province,6.2009688,81.195205,2021-04-16,08:12:00
Red-vented Bulbul,3,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2741179,81.2268225,2021-04-17,06:45:00
Red-vented Bulbul,3,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2740086,81.2276923,2021-05-04,09:23:00
Red-vented Bulbul,2,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2740086,81.2276923,2021-05-06,16:07:00
Red-vented Bulbul,2,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2740086,81.2276923,2021-05-04,16:53:00
Red-vented Bulbul,2,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2740086,81.2276923,2021-05-04,13:14:00
Red-vented Bulbul,1,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2741179,81.2268225,2021-05-06,16:20:00
Red-vented Bulbul,X,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2741179,81.2268225,2021-06-20,14:06:00
Red-vented Bulbul,1,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2740086,81.2276923,2021-09-29,17:12:00
Red-vented Bulbul,5,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2741179,81.2268225,2021-09-30,08:33:00
Red-vented Bulbul,12,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2740086,81.2276923,2021-09-30,06:55:00
Red-vented Bulbul,4,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-09-29,07:19:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-09-30,16:14:00
Red-vented Bulbul,4,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-10-06,07:12:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-10-08,17:05:00
Red-vented Bulbul,3,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-10-22,07:17:00
Red-vented Bulbul,X,Lunugamvehera,Tissamaharama to Bundala NP,6.2234065,81.2189598,2021-10-09,06:15:00
Red-vented Bulbul,5,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-10-09,07:44:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-10-01,10:09:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-10-01,10:09:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-10-23,07:17:00
Red-vented Bulbul,X,Lunugamvehera,Tissamaharama to Bundala NP,6.2234065,81.2189598,2021-10-09,06:15:00
Red-vented Bulbul,X,Lunugamvehera,Tissamaharama to Bundala NP,6.2234065,81.2189598,2021-10-09,06:15:00
Red-vented Bulbul,4,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-10-13,07:40:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-10-01,10:09:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-10-10,06:48:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-11-11,07:26:00
Red-vented Bulbul,16,Lunugamvehera,B Kirinda Southern Province,6.1994514,81.2129668,2021-12-21,07:34:00
Red-vented Bulbul,17,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-12-12,11:01:00
Red-vented Bulbul,4,Lunugamvehera,Lunugamwehera Highway Road,6.3673953,81.2800784,2021-12-02,11:32:00
Red-vented Bulbul,16,Lunugamvehera,B Kirinda Southern Province,6.1994514,81.2129668,2021-12-21,07:34:00
Red-vented Bulbul,3,Lunugamvehera,B Kirinda Southern Province,6.2002392,81.2006458,2021-12-02,16:18:00
Red-vented Bulbul,17,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-12-12,11:01:00
Red-vented Bulbul,3,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-12-21,06:53:00
Red-vented Bulbul,3,Lunugamvehera,B Kirinda Southern Province,6.2002392,81.2006458,2021-12-02,16:18:00
Red-vented Bulbul,3,Lunugamvehera,B Kirinda Southern Province,6.2002392,81.2006458,2021-12-02,16:18:00
Red-vented Bulbul,X,Lunugamvehera,B Kirinda Southern Province,6.199681,81.2120348,2021-12-19,12:32:00
Red-vented Bulbul,17,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-12-12,11:01:00
Red-vented Bulbul,4,Lunugamvehera,Lunugamwehera Highway Road,6.3673953,81.2800784,2021-12-02,11:32:00
Red-vented Bulbul,3,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-12-21,06:53:00
Red-vented Bulbul,16,Lunugamvehera,B Kirinda Southern Province,6.1994514,81.2129668,2021-12-21,07:34:00
Red-vented Bulbul,3,Lunugamvehera,B Kirinda Southern Province,6.2002392,81.2006458,2021-12-02,16:18:00
Red-vented Bulbul,3,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2021-12-21,06:53:00
Red-vented Bulbul,3,Lunugamvehera,Southern Province,6.2009688,81.195205,2022-01-21,17:48:00
Red-vented Bulbul,5,Lunugamvehera,Waligatta to Bundala  Southern Province,6.200155,81.1985585,2022-01-22,07:41:00
Red-vented Bulbul,4,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2022-01-26,06:01:00
Red-vented Bulbul,2,Lunugamvehera,Waligatta to Bundala  Southern Province,6.200155,81.1985585,2022-02-25,17:04:00
Red-vented Bulbul,4,Lunugamvehera,UCIARS Weligatta Southern Province,6.208067,81.20734,2022-02-12,14:24:00
Red-vented Bulbul,20,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2022-02-21,06:29:00
Red-vented Bulbul,40,Lunugamvehera,Bundala area  outside the park,6.210861,81.190059,2022-02-09,15:27:00
Red-vented Bulbul,20,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2022-02-21,06:29:00
Red-vented Bulbul,X,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2022-03-11,06:21:00
Red-vented Bulbul,11,Lunugamvehera,Bundala National park,6.197448,81.2148906,2022-03-10,07:24:00
Red-vented Bulbul,2,Lunugamvehera,Weligaththa bundala road,6.200719,81.199293,2022-03-31,16:51:00
Red-vented Bulbul,6,Lunugamvehera,Bundala National ParkSouthern province,6.2010931,81.1973712,2022-03-31,05:57:00
Red-vented Bulbul,4,Lunugamvehera,B Kirinda Southern Province,6.1994514,81.2129668,2022-04-07,07:00:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2022-04-07,05:39:00
Red-vented Bulbul,4,Lunugamvehera,B Kirinda Southern Province,6.1994514,81.2129668,2022-04-07,07:00:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2022-04-07,05:39:00
Red-vented Bulbul,1,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2740086,81.2276923,2022-08-12,14:24:00
Red-vented Bulbul,4,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2740086,81.2276923,2022-08-12,16:30:00
Red-vented Bulbul,2,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2740086,81.2276923,2022-08-12,14:43:00
Red-vented Bulbul,2,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2740086,81.2276923,2022-08-12,15:32:00
Red-vented Bulbul,X,Lunugamvehera,bundala,6.1990936,81.2104225,2022-09-19,10:30:00
Red-vented Bulbul,6,Lunugamvehera,Bundala National park,6.1990936,81.2104225,2022-10-08,16:02:00
Red-vented Bulbul,2,Lunugamvehera,Weligatta Southern Province,6.2092156,81.2087333,2022-10-15,16:46:00
Red-vented Bulbul,12,Lunugamvehera,Road Weligatta Southern Province,6.2083074,81.2092193,2022-10-29,14:58:00
Red-vented Bulbul,3,Lunugamvehera,Road Weligatta Southern Province,6.2083074,81.2092193,2022-10-22,17:15:00
Red-vented Bulbul,2,Lunugamvehera,Road Weligatta Southern Province,6.2083074,81.2092193,2022-10-30,05:55:00
Red-vented Bulbul,1,Lunugamvehera,Mattala Rajapaksa International Airport,6.2930334,81.1240923,2022-11-09,12:45:00
Red-vented Bulbul,1,Lunugamvehera,DVORDME Site  Mattala Rajapaksa International Airport,6.304008,81.1443047,2022-11-09,14:35:00
Red-vented Bulbul,X,Lunugamvehera,bundala,6.1990936,81.2104225,2022-11-27,06:30:00
Red-vented Bulbul,15,Lunugamvehera,Airport Entrance Road Southern Province,6.3266527,81.1286619,2022-12-15,17:05:00
Red-vented Bulbul,20,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2022-12-18,16:54:00
Red-vented Bulbul,100,Lunugamvehera,Bundala,6.2009,81.1986,2022-12-03,
Red-vented Bulbul,8,Lunugamvehera,Lunugamwehera  Airport Road Southern Province,6.3425632,81.1506104,2022-12-15,16:42:00
Red-vented Bulbul,1,Lunugamvehera,B Kirinda Southern Province,6.1994514,81.2129668,2022-12-08,13:41:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Junction Wetland,6.2013975,81.1957455,2023-01-12,15:46:00
Red-vented Bulbul,3,Lunugamvehera,Southern Province,6.2011736,81.1972238,2023-01-13,06:39:00
Red-vented Bulbul,2,Lunugamvehera,Bundala access road,6.2010865,81.1970094,2023-01-22,14:15:00
Red-vented Bulbul,3,Lunugamvehera,Southern Province,6.2011736,81.1972238,2023-01-13,06:39:00
Red-vented Bulbul,6,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-01-11,08:20:00
Red-vented Bulbul,3,Lunugamvehera,Bundala access road,6.2010865,81.1970094,2023-01-23,06:30:00
Red-vented Bulbul,6,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-01-11,08:20:00
Red-vented Bulbul,6,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-01-11,08:20:00
Red-vented Bulbul,6,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-01-11,08:20:00
Red-vented Bulbul,3,Lunugamvehera,Bundala access road,6.2010865,81.1970094,2023-01-20,16:00:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Junction Wetland,6.2013975,81.1957455,2023-01-12,15:46:00
Red-vented Bulbul,6,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-01-11,08:20:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-02-10,11:35:00
Red-vented Bulbul,2,Lunugamvehera,Bundala National Park Kirinda Southern Province,6.1977897,81.209121,2023-03-31,09:08:00
Red-vented Bulbul,1,Lunugamvehera,Seadawatta Wirawila Southern Province,6.2740086,81.2276923,2023-04-11,09:29:00
Red-vented Bulbul,4,Lunugamvehera,Bundala National Park Kirinda Southern Province,6.1977897,81.209121,2023-04-01,07:10:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-04-15,07:59:00
Red-vented Bulbul,2,Lunugamvehera,Bundala National Park Kirinda Southern Province,6.1977897,81.209121,2023-04-01,05:32:00
Red-vented Bulbul,1,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-04-15,07:59:00
Red-vented Bulbul,3,Lunugamvehera,Road Weligatta Southern Province,6.2081064,81.2076055,2023-05-19,16:29:00
Red-vented Bulbul,6,Lunugamvehera,Road Weligatta Southern Province,6.2080944,81.2074962,2023-05-20,07:38:00
Red-vented Bulbul,2,Lunugamvehera,Road Weligatta Southern Province,6.2083074,81.2092193,2023-05-19,06:39:00
Red-vented Bulbul,4,Lunugamvehera,Airport Entrance Road Southern Province,6.3293233,81.1311217,2023-05-21,09:05:00
Red-vented Bulbul,4,Lunugamvehera,Weligatta Southern Province,6.2076477,81.2086523,2023-05-22,06:11:00
Red-vented Bulbul,5,Lunugamvehera,Road Weligatta Southern Province,6.2083074,81.2092193,2023-05-18,18:04:00
Red-vented Bulbul,4,Lunugamvehera,Padawkema  Mattala Road Southern Province,6.329463,81.130677,2023-05-09,09:16:00
Red-vented Bulbul,2,Lunugamvehera,Road Weligatta Southern Province,6.2083074,81.2092193,2023-05-19,07:18:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-05-04,06:05:00
Red-vented Bulbul,15,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-06-28,12:49:00
Red-vented Bulbul,8,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-06-25,15:33:00
Red-vented Bulbul,1,Lunugamvehera,Hamlet,6.2795967,81.20452,2023-06-11,10:28:00
Red-vented Bulbul,7,Lunugamvehera,Weligatta Southern Province,6.2070874,81.2063489,2023-06-26,07:31:00
Red-vented Bulbul,8,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-06-04,07:30:00
Red-vented Bulbul,3,Lunugamvehera,Mattala Southern Province,6.347874,81.1585487,2023-08-05,07:35:00
Red-vented Bulbul,X,Lunugamvehera,Zuidelijke Provincie,6.4147935,81.1298317,2023-08-23,06:00:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-08-30,16:57:00
Red-vented Bulbul,2,Lunugamvehera,Senasuma Wetland,6.20461,81.19784,2023-08-06,13:35:00
Red-vented Bulbul,2,Lunugamvehera,Bundala Freshwater Marsh,6.1963995,81.2109113,2023-08-30,10:03:00
Red-vented Bulbul,2,Lunugamvehera,Bundala National Park Kirinda Southern Province,6.1977897,81.209121,2023-08-06,08:32:00
Red-vented Bulbul,8,Lunugamvehera,Mattala Southern Province,6.3477747,81.1584997,2023-08-05,07:55:00
