LATITUDE,LONGITUDE,ScaledCountPerMinute,ScaledCountPerKM,Season_Northeast Monsoon,Season_Southwest Monsoon,TimeOfDay_Morning,Month,DayOfWeek,OBSERVATION COUNT
6.267568,81.3103445,-0.2237557618637142,-0.08708987721563992,False,False,False,4,0,8.0
6.3984727,81.4817646,-0.2661903188333411,0.1065363751725895,False,False,True,4,3,11.0
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,True,4,2,
6.3984727,81.4817646,-0.32808267265733343,-0.09392288903266473,False,False,True,4,4,18.0
6.3984777,81.4820563,-0.24681221364091582,0.08192620533674043,False,False,True,4,5,23.0
6.3531747,81.4722061,0.3274095997446,-0.1318132538854121,False,False,True,4,0,40.0
6.248984,81.368519,2.215625055933122,0.7275017386898261,False,False,True,4,0,5.0
6.3531747,81.4722061,0.16885198436505314,-0.14058410368866225,False,False,False,4,6,30.0
6.267568,81.3103445,-0.14269709793805962,-0.02513813781578866,False,False,True,4,0,6.0
6.2825812,81.2324381,-0.5729315449280724,-0.17073252789150967,False,False,False,4,1,
6.3531747,81.4722061,0.16885198436505314,-0.14058410368866225,False,False,False,4,6,30.0
6.3531747,81.4722061,0.3274095997446,-0.1318132538854121,False,False,True,4,0,40.0
6.248984,81.368519,2.215625055933122,0.7275017386898261,False,False,True,4,0,5.0
6.3985258,81.4821195,-0.23830475282472913,0.42046893484020603,False,False,True,4,1,16.0
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,True,4,2,
6.3531747,81.4722061,-0.5450459789194605,-0.16748091984648525,False,False,False,4,4,1.0
6.3531747,81.4722061,-0.5729315449280724,-0.17073252789150967,False,False,False,4,1,
